protein_id,seed,length,pdb,pt
s1358_n706,1358,706,samples/s1358_n706.pdb,samples/s1358_n706.pt
s1359_n796,1359,796,samples/s1359_n796.pdb,samples/s1359_n796.pt
s1360_n304,1360,304,samples/s1360_n304.pdb,samples/s1360_n304.pt
s1361_n385,1361,385,samples/s1361_n385.pdb,samples/s1361_n385.pt
s1362_n446,1362,446,samples/s1362_n446.pdb,samples/s1362_n446.pt
s1363_n476,1363,476,samples/s1363_n476.pdb,samples/s1363_n476.pt
s1364_n548,1364,548,samples/s1364_n548.pdb,samples/s1364_n548.pt
s1365_n574,1365,574,samples/s1365_n574.pdb,samples/s1365_n574.pt
s1366_n618,1366,618,samples/s1366_n618.pdb,samples/s1366_n618.pt
s1367_n679,1367,679,samples/s1367_n679.pdb,samples/s1367_n679.pt
s1368_n706,1368,706,samples/s1368_n706.pdb,samples/s1368_n706.pt
s1369_n768,1369,768,samples/s1369_n768.pdb,samples/s1369_n768.pt
s1370_n338,1370,338,samples/s1370_n338.pdb,samples/s1370_n338.pt
s1371_n393,1371,393,samples/s1371_n393.pdb,samples/s1371_n393.pt
s1372_n416,1372,416,samples/s1372_n416.pdb,samples/s1372_n416.pt
s1373_n484,1373,484,samples/s1373_n484.pdb,samples/s1373_n484.pt
s1374_n513,1374,513,samples/s1374_n513.pdb,samples/s1374_n513.pt
s1375_n570,1375,570,samples/s1375_n570.pdb,samples/s1375_n570.pt
s1376_n623,1376,623,samples/s1376_n623.pdb,samples/s1376_n623.pt
s1377_n669,1377,669,samples/s1377_n669.pdb,samples/s1377_n669.pt
s1378_n730,1378,730,samples/s1378_n730.pdb,samples/s1378_n730.pt
s1379_n776,1379,776,samples/s1379_n776.pdb,samples/s1379_n776.pt
s1380_n312,1380,312,samples/s1380_n312.pdb,samples/s1380_n312.pt
s1381_n391,1381,391,samples/s1381_n391.pdb,samples/s1381_n391.pt
s1382_n412,1382,412,samples/s1382_n412.pdb,samples/s1382_n412.pt
s1383_n457,1383,457,samples/s1383_n457.pdb,samples/s1383_n457.pt
s1384_n518,1384,518,samples/s1384_n518.pdb,samples/s1384_n518.pt
s1385_n570,1385,570,samples/s1385_n570.pdb,samples/s1385_n570.pt
s1386_n612,1386,612,samples/s1386_n612.pdb,samples/s1386_n612.pt
s1387_n659,1387,659,samples/s1387_n659.pdb,samples/s1387_n659.pt
s1388_n715,1388,715,samples/s1388_n715.pdb,samples/s1388_n715.pt
s1389_n798,1389,798,samples/s1389_n798.pdb,samples/s1389_n798.pt
s1390_n315,1390,315,samples/s1390_n315.pdb,samples/s1390_n315.pt
s1391_n357,1391,357,samples/s1391_n357.pdb,samples/s1391_n357.pt
s1392_n440,1392,440,samples/s1392_n440.pdb,samples/s1392_n440.pt
s1393_n463,1393,463,samples/s1393_n463.pdb,samples/s1393_n463.pt
s1394_n509,1394,509,samples/s1394_n509.pdb,samples/s1394_n509.pt
s1395_n553,1395,553,samples/s1395_n553.pdb,samples/s1395_n553.pt
s1396_n609,1396,609,samples/s1396_n609.pdb,samples/s1396_n609.pt
s1397_n684,1397,684,samples/s1397_n684.pdb,samples/s1397_n684.pt
s1398_n729,1398,729,samples/s1398_n729.pdb,samples/s1398_n729.pt
s1399_n750,1399,750,samples/s1399_n750.pdb,samples/s1399_n750.pt
s1400_n342,1400,342,samples/s1400_n342.pdb,samples/s1400_n342.pt
s1401_n394,1401,394,samples/s1401_n394.pdb,samples/s1401_n394.pt
s1402_n442,1402,442,samples/s1402_n442.pdb,samples/s1402_n442.pt
s1403_n468,1403,468,samples/s1403_n468.pdb,samples/s1403_n468.pt
s1404_n526,1404,526,samples/s1404_n526.pdb,samples/s1404_n526.pt
s1405_n556,1405,556,samples/s1405_n556.pdb,samples/s1405_n556.pt
s1406_n642,1406,642,samples/s1406_n642.pdb,samples/s1406_n642.pt
s1407_n698,1407,698,samples/s1407_n698.pdb,samples/s1407_n698.pt
s1408_n739,1408,739,samples/s1408_n739.pdb,samples/s1408_n739.pt
s1409_n758,1409,758,samples/s1409_n758.pdb,samples/s1409_n758.pt
s1410_n318,1410,318,samples/s1410_n318.pdb,samples/s1410_n318.pt
s1411_n350,1411,350,samples/s1411_n350.pdb,samples/s1411_n350.pt
s1412_n427,1412,427,samples/s1412_n427.pdb,samples/s1412_n427.pt
s1413_n465,1413,465,samples/s1413_n465.pdb,samples/s1413_n465.pt
s1414_n510,1414,510,samples/s1414_n510.pdb,samples/s1414_n510.pt
s1415_n569,1415,569,samples/s1415_n569.pdb,samples/s1415_n569.pt
s1416_n641,1416,641,samples/s1416_n641.pdb,samples/s1416_n641.pt
s1417_n692,1417,692,samples/s1417_n692.pdb,samples/s1417_n692.pt
s1418_n709,1418,709,samples/s1418_n709.pdb,samples/s1418_n709.pt
s1419_n776,1419,776,samples/s1419_n776.pdb,samples/s1419_n776.pt
s1420_n343,1420,343,samples/s1420_n343.pdb,samples/s1420_n343.pt
s1421_n371,1421,371,samples/s1421_n371.pdb,samples/s1421_n371.pt
s1422_n405,1422,405,samples/s1422_n405.pdb,samples/s1422_n405.pt
s1423_n490,1423,490,samples/s1423_n490.pdb,samples/s1423_n490.pt
s1424_n505,1424,505,samples/s1424_n505.pdb,samples/s1424_n505.pt
s1425_n576,1425,576,samples/s1425_n576.pdb,samples/s1425_n576.pt
s1426_n604,1426,604,samples/s1426_n604.pdb,samples/s1426_n604.pt
s1427_n683,1427,683,samples/s1427_n683.pdb,samples/s1427_n683.pt
s1428_n701,1428,701,samples/s1428_n701.pdb,samples/s1428_n701.pt
s1429_n791,1429,791,samples/s1429_n791.pdb,samples/s1429_n791.pt
s1430_n341,1430,341,samples/s1430_n341.pdb,samples/s1430_n341.pt
s1431_n392,1431,392,samples/s1431_n392.pdb,samples/s1431_n392.pt
s1432_n435,1432,435,samples/s1432_n435.pdb,samples/s1432_n435.pt
s1433_n467,1433,467,samples/s1433_n467.pdb,samples/s1433_n467.pt
s1434_n534,1434,534,samples/s1434_n534.pdb,samples/s1434_n534.pt
s1435_n593,1435,593,samples/s1435_n593.pdb,samples/s1435_n593.pt
s1436_n620,1436,620,samples/s1436_n620.pdb,samples/s1436_n620.pt
s1437_n673,1437,673,samples/s1437_n673.pdb,samples/s1437_n673.pt
s1438_n739,1438,739,samples/s1438_n739.pdb,samples/s1438_n739.pt
s1439_n766,1439,766,samples/s1439_n766.pdb,samples/s1439_n766.pt
s1440_n303,1440,303,samples/s1440_n303.pdb,samples/s1440_n303.pt
s1441_n381,1441,381,samples/s1441_n381.pdb,samples/s1441_n381.pt
s1442_n407,1442,407,samples/s1442_n407.pdb,samples/s1442_n407.pt
s1443_n461,1443,461,samples/s1443_n461.pdb,samples/s1443_n461.pt
s1444_n549,1444,549,samples/s1444_n549.pdb,samples/s1444_n549.pt
s1445_n591,1445,591,samples/s1445_n591.pdb,samples/s1445_n591.pt
s1446_n611,1446,611,samples/s1446_n611.pdb,samples/s1446_n611.pt
s1447_n664,1447,664,samples/s1447_n664.pdb,samples/s1447_n664.pt
s1448_n715,1448,715,samples/s1448_n715.pdb,samples/s1448_n715.pt
s1449_n772,1449,772,samples/s1449_n772.pdb,samples/s1449_n772.pt
s1450_n349,1450,349,samples/s1450_n349.pdb,samples/s1450_n349.pt
s1451_n395,1451,395,samples/s1451_n395.pdb,samples/s1451_n395.pt
s1452_n410,1452,410,samples/s1452_n410.pdb,samples/s1452_n410.pt
s1453_n482,1453,482,samples/s1453_n482.pdb,samples/s1453_n482.pt
s1454_n538,1454,538,samples/s1454_n538.pdb,samples/s1454_n538.pt
s1455_n568,1455,568,samples/s1455_n568.pdb,samples/s1455_n568.pt
s1456_n621,1456,621,samples/s1456_n621.pdb,samples/s1456_n621.pt
s1457_n688,1457,688,samples/s1457_n688.pdb,samples/s1457_n688.pt
s1458_n706,1458,706,samples/s1458_n706.pdb,samples/s1458_n706.pt
s1459_n764,1459,764,samples/s1459_n764.pdb,samples/s1459_n764.pt
s1460_n349,1460,349,samples/s1460_n349.pdb,samples/s1460_n349.pt
s1461_n378,1461,378,samples/s1461_n378.pdb,samples/s1461_n378.pt
s1462_n433,1462,433,samples/s1462_n433.pdb,samples/s1462_n433.pt
s1463_n477,1463,477,samples/s1463_n477.pdb,samples/s1463_n477.pt
s1464_n547,1464,547,samples/s1464_n547.pdb,samples/s1464_n547.pt
s1465_n550,1465,550,samples/s1465_n550.pdb,samples/s1465_n550.pt
s1466_n602,1466,602,samples/s1466_n602.pdb,samples/s1466_n602.pt
s1467_n665,1467,665,samples/s1467_n665.pdb,samples/s1467_n665.pt
s1468_n722,1468,722,samples/s1468_n722.pdb,samples/s1468_n722.pt
s1469_n799,1469,799,samples/s1469_n799.pdb,samples/s1469_n799.pt
s1470_n303,1470,303,samples/s1470_n303.pdb,samples/s1470_n303.pt
s1471_n354,1471,354,samples/s1471_n354.pdb,samples/s1471_n354.pt
s1472_n442,1472,442,samples/s1472_n442.pdb,samples/s1472_n442.pt
s1473_n497,1473,497,samples/s1473_n497.pdb,samples/s1473_n497.pt
s1474_n542,1474,542,samples/s1474_n542.pdb,samples/s1474_n542.pt
s1475_n550,1475,550,samples/s1475_n550.pdb,samples/s1475_n550.pt
s1476_n649,1476,649,samples/s1476_n649.pdb,samples/s1476_n649.pt
s1477_n658,1477,658,samples/s1477_n658.pdb,samples/s1477_n658.pt
s1478_n723,1478,723,samples/s1478_n723.pdb,samples/s1478_n723.pt
s1479_n788,1479,788,samples/s1479_n788.pdb,samples/s1479_n788.pt
s1480_n340,1480,340,samples/s1480_n340.pdb,samples/s1480_n340.pt
s1481_n380,1481,380,samples/s1481_n380.pdb,samples/s1481_n380.pt
s1482_n426,1482,426,samples/s1482_n426.pdb,samples/s1482_n426.pt
s1483_n489,1483,489,samples/s1483_n489.pdb,samples/s1483_n489.pt
s1484_n536,1484,536,samples/s1484_n536.pdb,samples/s1484_n536.pt
s1485_n569,1485,569,samples/s1485_n569.pdb,samples/s1485_n569.pt
s1486_n649,1486,649,samples/s1486_n649.pdb,samples/s1486_n649.pt
s1487_n686,1487,686,samples/s1487_n686.pdb,samples/s1487_n686.pt
s1488_n707,1488,707,samples/s1488_n707.pdb,samples/s1488_n707.pt
s1489_n757,1489,757,samples/s1489_n757.pdb,samples/s1489_n757.pt
s1490_n329,1490,329,samples/s1490_n329.pdb,samples/s1490_n329.pt
s1491_n371,1491,371,samples/s1491_n371.pdb,samples/s1491_n371.pt
s1492_n428,1492,428,samples/s1492_n428.pdb,samples/s1492_n428.pt
s1493_n485,1493,485,samples/s1493_n485.pdb,samples/s1493_n485.pt
s1494_n549,1494,549,samples/s1494_n549.pdb,samples/s1494_n549.pt
s1495_n550,1495,550,samples/s1495_n550.pdb,samples/s1495_n550.pt
s1496_n604,1496,604,samples/s1496_n604.pdb,samples/s1496_n604.pt
s1497_n662,1497,662,samples/s1497_n662.pdb,samples/s1497_n662.pt
s1498_n742,1498,742,samples/s1498_n742.pdb,samples/s1498_n742.pt
s1499_n761,1499,761,samples/s1499_n761.pdb,samples/s1499_n761.pt
s1500_n346,1500,346,samples/s1500_n346.pdb,samples/s1500_n346.pt
s1501_n388,1501,388,samples/s1501_n388.pdb,samples/s1501_n388.pt
s1502_n432,1502,432,samples/s1502_n432.pdb,samples/s1502_n432.pt
s1503_n454,1503,454,samples/s1503_n454.pdb,samples/s1503_n454.pt
s1504_n519,1504,519,samples/s1504_n519.pdb,samples/s1504_n519.pt
s1505_n591,1505,591,samples/s1505_n591.pdb,samples/s1505_n591.pt
s1506_n643,1506,643,samples/s1506_n643.pdb,samples/s1506_n643.pt
s1507_n651,1507,651,samples/s1507_n651.pdb,samples/s1507_n651.pt
s1508_n746,1508,746,samples/s1508_n746.pdb,samples/s1508_n746.pt
s1509_n750,1509,750,samples/s1509_n750.pdb,samples/s1509_n750.pt
s1510_n302,1510,302,samples/s1510_n302.pdb,samples/s1510_n302.pt
s1511_n383,1511,383,samples/s1511_n383.pdb,samples/s1511_n383.pt
s1512_n423,1512,423,samples/s1512_n423.pdb,samples/s1512_n423.pt
s1513_n496,1513,496,samples/s1513_n496.pdb,samples/s1513_n496.pt
s1514_n520,1514,520,samples/s1514_n520.pdb,samples/s1514_n520.pt
s1515_n577,1515,577,samples/s1515_n577.pdb,samples/s1515_n577.pt
s1516_n644,1516,644,samples/s1516_n644.pdb,samples/s1516_n644.pt
s1517_n696,1517,696,samples/s1517_n696.pdb,samples/s1517_n696.pt
s1518_n710,1518,710,samples/s1518_n710.pdb,samples/s1518_n710.pt
s1519_n791,1519,791,samples/s1519_n791.pdb,samples/s1519_n791.pt
s1520_n327,1520,327,samples/s1520_n327.pdb,samples/s1520_n327.pt
s1521_n383,1521,383,samples/s1521_n383.pdb,samples/s1521_n383.pt
s1522_n425,1522,425,samples/s1522_n425.pdb,samples/s1522_n425.pt
s1523_n472,1523,472,samples/s1523_n472.pdb,samples/s1523_n472.pt
s1524_n511,1524,511,samples/s1524_n511.pdb,samples/s1524_n511.pt
s1525_n577,1525,577,samples/s1525_n577.pdb,samples/s1525_n577.pt
s1526_n616,1526,616,samples/s1526_n616.pdb,samples/s1526_n616.pt
s1527_n663,1527,663,samples/s1527_n663.pdb,samples/s1527_n663.pt
s1528_n705,1528,705,samples/s1528_n705.pdb,samples/s1528_n705.pt
s1529_n777,1529,777,samples/s1529_n777.pdb,samples/s1529_n777.pt
s1530_n335,1530,335,samples/s1530_n335.pdb,samples/s1530_n335.pt
s1531_n381,1531,381,samples/s1531_n381.pdb,samples/s1531_n381.pt
s1532_n415,1532,415,samples/s1532_n415.pdb,samples/s1532_n415.pt
s1533_n462,1533,462,samples/s1533_n462.pdb,samples/s1533_n462.pt
s1534_n543,1534,543,samples/s1534_n543.pdb,samples/s1534_n543.pt
s1535_n556,1535,556,samples/s1535_n556.pdb,samples/s1535_n556.pt
s1536_n629,1536,629,samples/s1536_n629.pdb,samples/s1536_n629.pt
s1537_n662,1537,662,samples/s1537_n662.pdb,samples/s1537_n662.pt
s1538_n725,1538,725,samples/s1538_n725.pdb,samples/s1538_n725.pt
s1539_n754,1539,754,samples/s1539_n754.pdb,samples/s1539_n754.pt
s1540_n314,1540,314,samples/s1540_n314.pdb,samples/s1540_n314.pt
s1541_n386,1541,386,samples/s1541_n386.pdb,samples/s1541_n386.pt
s1542_n449,1542,449,samples/s1542_n449.pdb,samples/s1542_n449.pt
s1543_n492,1543,492,samples/s1543_n492.pdb,samples/s1543_n492.pt
s1544_n547,1544,547,samples/s1544_n547.pdb,samples/s1544_n547.pt
s1545_n591,1545,591,samples/s1545_n591.pdb,samples/s1545_n591.pt
s1546_n646,1546,646,samples/s1546_n646.pdb,samples/s1546_n646.pt
s1547_n676,1547,676,samples/s1547_n676.pdb,samples/s1547_n676.pt
s1548_n709,1548,709,samples/s1548_n709.pdb,samples/s1548_n709.pt
s1549_n757,1549,757,samples/s1549_n757.pdb,samples/s1549_n757.pt
s1550_n344,1550,344,samples/s1550_n344.pdb,samples/s1550_n344.pt
s1551_n367,1551,367,samples/s1551_n367.pdb,samples/s1551_n367.pt
s1552_n406,1552,406,samples/s1552_n406.pdb,samples/s1552_n406.pt
s1553_n485,1553,485,samples/s1553_n485.pdb,samples/s1553_n485.pt
s1554_n541,1554,541,samples/s1554_n541.pdb,samples/s1554_n541.pt
s1555_n562,1555,562,samples/s1555_n562.pdb,samples/s1555_n562.pt
s1556_n601,1556,601,samples/s1556_n601.pdb,samples/s1556_n601.pt
s1557_n667,1557,667,samples/s1557_n667.pdb,samples/s1557_n667.pt
s1558_n726,1558,726,samples/s1558_n726.pdb,samples/s1558_n726.pt
s1559_n756,1559,756,samples/s1559_n756.pdb,samples/s1559_n756.pt
s1560_n332,1560,332,samples/s1560_n332.pdb,samples/s1560_n332.pt
s1561_n393,1561,393,samples/s1561_n393.pdb,samples/s1561_n393.pt
s1562_n422,1562,422,samples/s1562_n422.pdb,samples/s1562_n422.pt
s1563_n480,1563,480,samples/s1563_n480.pdb,samples/s1563_n480.pt
s1564_n529,1564,529,samples/s1564_n529.pdb,samples/s1564_n529.pt
s1565_n577,1565,577,samples/s1565_n577.pdb,samples/s1565_n577.pt
s1566_n601,1566,601,samples/s1566_n601.pdb,samples/s1566_n601.pt
s1567_n691,1567,691,samples/s1567_n691.pdb,samples/s1567_n691.pt
s1568_n705,1568,705,samples/s1568_n705.pdb,samples/s1568_n705.pt
s1569_n774,1569,774,samples/s1569_n774.pdb,samples/s1569_n774.pt
s1570_n336,1570,336,samples/s1570_n336.pdb,samples/s1570_n336.pt
s1571_n388,1571,388,samples/s1571_n388.pdb,samples/s1571_n388.pt
s1572_n443,1572,443,samples/s1572_n443.pdb,samples/s1572_n443.pt
s1573_n499,1573,499,samples/s1573_n499.pdb,samples/s1573_n499.pt
s1574_n537,1574,537,samples/s1574_n537.pdb,samples/s1574_n537.pt
s1575_n588,1575,588,samples/s1575_n588.pdb,samples/s1575_n588.pt
s1576_n619,1576,619,samples/s1576_n619.pdb,samples/s1576_n619.pt
s1577_n682,1577,682,samples/s1577_n682.pdb,samples/s1577_n682.pt
s1578_n728,1578,728,samples/s1578_n728.pdb,samples/s1578_n728.pt
s1579_n781,1579,781,samples/s1579_n781.pdb,samples/s1579_n781.pt
s1580_n300,1580,300,samples/s1580_n300.pdb,samples/s1580_n300.pt
s1581_n370,1581,370,samples/s1581_n370.pdb,samples/s1581_n370.pt
s1582_n427,1582,427,samples/s1582_n427.pdb,samples/s1582_n427.pt
s1583_n482,1583,482,samples/s1583_n482.pdb,samples/s1583_n482.pt
s1584_n511,1584,511,samples/s1584_n511.pdb,samples/s1584_n511.pt
s1585_n568,1585,568,samples/s1585_n568.pdb,samples/s1585_n568.pt
s1586_n643,1586,643,samples/s1586_n643.pdb,samples/s1586_n643.pt
s1587_n682,1587,682,samples/s1587_n682.pdb,samples/s1587_n682.pt
s1588_n742,1588,742,samples/s1588_n742.pdb,samples/s1588_n742.pt
s1589_n793,1589,793,samples/s1589_n793.pdb,samples/s1589_n793.pt
s1590_n333,1590,333,samples/s1590_n333.pdb,samples/s1590_n333.pt
s1591_n363,1591,363,samples/s1591_n363.pdb,samples/s1591_n363.pt
s1592_n433,1592,433,samples/s1592_n433.pdb,samples/s1592_n433.pt
s1593_n488,1593,488,samples/s1593_n488.pdb,samples/s1593_n488.pt
s1594_n531,1594,531,samples/s1594_n531.pdb,samples/s1594_n531.pt
s1595_n550,1595,550,samples/s1595_n550.pdb,samples/s1595_n550.pt
s1596_n649,1596,649,samples/s1596_n649.pdb,samples/s1596_n649.pt
s1597_n690,1597,690,samples/s1597_n690.pdb,samples/s1597_n690.pt
s1598_n738,1598,738,samples/s1598_n738.pdb,samples/s1598_n738.pt
s1599_n324,1599,324,samples/s1599_n324.pdb,samples/s1599_n324.pt
s1600_n395,1600,395,samples/s1600_n395.pdb,samples/s1600_n395.pt
s1601_n421,1601,421,samples/s1601_n421.pdb,samples/s1601_n421.pt
s1602_n465,1602,465,samples/s1602_n465.pdb,samples/s1602_n465.pt
s1603_n514,1603,514,samples/s1603_n514.pdb,samples/s1603_n514.pt
s1604_n590,1604,590,samples/s1604_n590.pdb,samples/s1604_n590.pt
s1605_n605,1605,605,samples/s1605_n605.pdb,samples/s1605_n605.pt
s1606_n678,1606,678,samples/s1606_n678.pdb,samples/s1606_n678.pt
s1607_n708,1607,708,samples/s1607_n708.pdb,samples/s1607_n708.pt
s1608_n791,1608,791,samples/s1608_n791.pdb,samples/s1608_n791.pt
s1609_n304,1609,304,samples/s1609_n304.pdb,samples/s1609_n304.pt
s1610_n373,1610,373,samples/s1610_n373.pdb,samples/s1610_n373.pt
s1611_n408,1611,408,samples/s1611_n408.pdb,samples/s1611_n408.pt
s1612_n487,1612,487,samples/s1612_n487.pdb,samples/s1612_n487.pt
s1613_n535,1613,535,samples/s1613_n535.pdb,samples/s1613_n535.pt
s1614_n596,1614,596,samples/s1614_n596.pdb,samples/s1614_n596.pt
s1615_n618,1615,618,samples/s1615_n618.pdb,samples/s1615_n618.pt
s1616_n655,1616,655,samples/s1616_n655.pdb,samples/s1616_n655.pt
s1617_n702,1617,702,samples/s1617_n702.pdb,samples/s1617_n702.pt
s1618_n771,1618,771,samples/s1618_n771.pdb,samples/s1618_n771.pt
s1619_n322,1619,322,samples/s1619_n322.pdb,samples/s1619_n322.pt
s1620_n386,1620,386,samples/s1620_n386.pdb,samples/s1620_n386.pt
s1621_n403,1621,403,samples/s1621_n403.pdb,samples/s1621_n403.pt
s1622_n478,1622,478,samples/s1622_n478.pdb,samples/s1622_n478.pt
s1623_n526,1623,526,samples/s1623_n526.pdb,samples/s1623_n526.pt
s1624_n597,1624,597,samples/s1624_n597.pdb,samples/s1624_n597.pt
s1625_n612,1625,612,samples/s1625_n612.pdb,samples/s1625_n612.pt
s1626_n694,1626,694,samples/s1626_n694.pdb,samples/s1626_n694.pt
s1627_n713,1627,713,samples/s1627_n713.pdb,samples/s1627_n713.pt
s1628_n793,1628,793,samples/s1628_n793.pdb,samples/s1628_n793.pt
s1629_n309,1629,309,samples/s1629_n309.pdb,samples/s1629_n309.pt
s1630_n372,1630,372,samples/s1630_n372.pdb,samples/s1630_n372.pt
s1631_n404,1631,404,samples/s1631_n404.pdb,samples/s1631_n404.pt
s1632_n450,1632,450,samples/s1632_n450.pdb,samples/s1632_n450.pt
s1633_n527,1633,527,samples/s1633_n527.pdb,samples/s1633_n527.pt
s1634_n583,1634,583,samples/s1634_n583.pdb,samples/s1634_n583.pt
s1635_n639,1635,639,samples/s1635_n639.pdb,samples/s1635_n639.pt
s1636_n664,1636,664,samples/s1636_n664.pdb,samples/s1636_n664.pt
s1637_n740,1637,740,samples/s1637_n740.pdb,samples/s1637_n740.pt
s1638_n788,1638,788,samples/s1638_n788.pdb,samples/s1638_n788.pt
s1639_n332,1639,332,samples/s1639_n332.pdb,samples/s1639_n332.pt
s1640_n379,1640,379,samples/s1640_n379.pdb,samples/s1640_n379.pt
s1641_n416,1641,416,samples/s1641_n416.pdb,samples/s1641_n416.pt
s1642_n495,1642,495,samples/s1642_n495.pdb,samples/s1642_n495.pt
s1643_n541,1643,541,samples/s1643_n541.pdb,samples/s1643_n541.pt
s1644_n580,1644,580,samples/s1644_n580.pdb,samples/s1644_n580.pt
s1645_n626,1645,626,samples/s1645_n626.pdb,samples/s1645_n626.pt
s1646_n674,1646,674,samples/s1646_n674.pdb,samples/s1646_n674.pt
s1647_n709,1647,709,samples/s1647_n709.pdb,samples/s1647_n709.pt
s1648_n764,1648,764,samples/s1648_n764.pdb,samples/s1648_n764.pt
s1649_n337,1649,337,samples/s1649_n337.pdb,samples/s1649_n337.pt
s1650_n396,1650,396,samples/s1650_n396.pdb,samples/s1650_n396.pt
s1651_n428,1651,428,samples/s1651_n428.pdb,samples/s1651_n428.pt
s1652_n490,1652,490,samples/s1652_n490.pdb,samples/s1652_n490.pt
s1653_n524,1653,524,samples/s1653_n524.pdb,samples/s1653_n524.pt
s1654_n554,1654,554,samples/s1654_n554.pdb,samples/s1654_n554.pt
s1655_n617,1655,617,samples/s1655_n617.pdb,samples/s1655_n617.pt
s1656_n674,1656,674,samples/s1656_n674.pdb,samples/s1656_n674.pt
s1657_n712,1657,712,samples/s1657_n712.pdb,samples/s1657_n712.pt
s1658_n751,1658,751,samples/s1658_n751.pdb,samples/s1658_n751.pt
s1659_n318,1659,318,samples/s1659_n318.pdb,samples/s1659_n318.pt
s1660_n360,1660,360,samples/s1660_n360.pdb,samples/s1660_n360.pt
s1661_n406,1661,406,samples/s1661_n406.pdb,samples/s1661_n406.pt
s1662_n471,1662,471,samples/s1662_n471.pdb,samples/s1662_n471.pt
s1663_n505,1663,505,samples/s1663_n505.pdb,samples/s1663_n505.pt
s1664_n569,1664,569,samples/s1664_n569.pdb,samples/s1664_n569.pt
s1665_n631,1665,631,samples/s1665_n631.pdb,samples/s1665_n631.pt
s1666_n690,1666,690,samples/s1666_n690.pdb,samples/s1666_n690.pt
s1667_n736,1667,736,samples/s1667_n736.pdb,samples/s1667_n736.pt
s1668_n751,1668,751,samples/s1668_n751.pdb,samples/s1668_n751.pt
s1669_n340,1669,340,samples/s1669_n340.pdb,samples/s1669_n340.pt
s1670_n367,1670,367,samples/s1670_n367.pdb,samples/s1670_n367.pt
s1671_n420,1671,420,samples/s1671_n420.pdb,samples/s1671_n420.pt
s1672_n483,1672,483,samples/s1672_n483.pdb,samples/s1672_n483.pt
s1673_n511,1673,511,samples/s1673_n511.pdb,samples/s1673_n511.pt
s1674_n597,1674,597,samples/s1674_n597.pdb,samples/s1674_n597.pt
s1675_n623,1675,623,samples/s1675_n623.pdb,samples/s1675_n623.pt
s1676_n663,1676,663,samples/s1676_n663.pdb,samples/s1676_n663.pt
s1677_n711,1677,711,samples/s1677_n711.pdb,samples/s1677_n711.pt
s1678_n792,1678,792,samples/s1678_n792.pdb,samples/s1678_n792.pt
s1679_n336,1679,336,samples/s1679_n336.pdb,samples/s1679_n336.pt
s1680_n383,1680,383,samples/s1680_n383.pdb,samples/s1680_n383.pt
s1681_n410,1681,410,samples/s1681_n410.pdb,samples/s1681_n410.pt
s1682_n454,1682,454,samples/s1682_n454.pdb,samples/s1682_n454.pt
s1683_n516,1683,516,samples/s1683_n516.pdb,samples/s1683_n516.pt
s1684_n582,1684,582,samples/s1684_n582.pdb,samples/s1684_n582.pt
s1685_n605,1685,605,samples/s1685_n605.pdb,samples/s1685_n605.pt
s1686_n696,1686,696,samples/s1686_n696.pdb,samples/s1686_n696.pt
s1687_n743,1687,743,samples/s1687_n743.pdb,samples/s1687_n743.pt
s1688_n794,1688,794,samples/s1688_n794.pdb,samples/s1688_n794.pt
s1689_n303,1689,303,samples/s1689_n303.pdb,samples/s1689_n303.pt
s1690_n398,1690,398,samples/s1690_n398.pdb,samples/s1690_n398.pt
s1691_n406,1691,406,samples/s1691_n406.pdb,samples/s1691_n406.pt
s1692_n464,1692,464,samples/s1692_n464.pdb,samples/s1692_n464.pt
s1693_n514,1693,514,samples/s1693_n514.pdb,samples/s1693_n514.pt
s1694_n590,1694,590,samples/s1694_n590.pdb,samples/s1694_n590.pt
s1695_n639,1695,639,samples/s1695_n639.pdb,samples/s1695_n639.pt
s1696_n659,1696,659,samples/s1696_n659.pdb,samples/s1696_n659.pt
s1697_n746,1697,746,samples/s1697_n746.pdb,samples/s1697_n746.pt
s1698_n771,1698,771,samples/s1698_n771.pdb,samples/s1698_n771.pt
s1699_n346,1699,346,samples/s1699_n346.pdb,samples/s1699_n346.pt
s1700_n396,1700,396,samples/s1700_n396.pdb,samples/s1700_n396.pt
s1701_n424,1701,424,samples/s1701_n424.pdb,samples/s1701_n424.pt
s1702_n471,1702,471,samples/s1702_n471.pdb,samples/s1702_n471.pt
s1703_n535,1703,535,samples/s1703_n535.pdb,samples/s1703_n535.pt
s1704_n557,1704,557,samples/s1704_n557.pdb,samples/s1704_n557.pt
s1705_n613,1705,613,samples/s1705_n613.pdb,samples/s1705_n613.pt
s1706_n689,1706,689,samples/s1706_n689.pdb,samples/s1706_n689.pt
s1707_n747,1707,747,samples/s1707_n747.pdb,samples/s1707_n747.pt
s1708_n764,1708,764,samples/s1708_n764.pdb,samples/s1708_n764.pt
s1709_n328,1709,328,samples/s1709_n328.pdb,samples/s1709_n328.pt
s1710_n396,1710,396,samples/s1710_n396.pdb,samples/s1710_n396.pt
s1711_n447,1711,447,samples/s1711_n447.pdb,samples/s1711_n447.pt
s1712_n470,1712,470,samples/s1712_n470.pdb,samples/s1712_n470.pt
s1713_n508,1713,508,samples/s1713_n508.pdb,samples/s1713_n508.pt
s1714_n598,1714,598,samples/s1714_n598.pdb,samples/s1714_n598.pt
s1715_n605,1715,605,samples/s1715_n605.pdb,samples/s1715_n605.pt
